Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
"Analyst, Financial Master Data",3.7,"Burbank, CA","New York, NY",10000 ,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,10 billion,"Walt Disney Company, NBCUniversal",-1,"Turner Broadcasting
",113,132,122.5,CA,0,18
Copyright Data Analyst,3.3,"Woodland Hills, CA","Glendale, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,1 - 2 billion,"Kelly, Manpower",-1,"AppleOne
",113,132,122.5,CA,0,57
LIMS Master Data Analyst,4.6,"Santa Monica, CA","Santa Barbara, CA",201 - 500 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"USDM Life Sciences
",113,132,122.5,CA,0,22
Data Analyst *Temp-Hire*,2.9,"Pico Rivera, CA","San Clemente, CA",1 - 50 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"SkillsetGroup - Professional Staffing Solutions
",113,132,122.5,CA,0,8
"QM DATA ANALYST II, WHITTIER, FULL TIME DAYS",3.6,"Whittier, CA","Whittier, CA",5001 - 10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 - 2 billion,"Adventist Health, Providence Health & Services",-1,"PIH Health
",113,132,122.5,CA,1,62
Sr. Data Analyst — US Safety,3.8,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"TikTok
",113,132,122.5,CA,1,5
Data Analyst - Marketing Analytics,3.4,"Brea, CA","Los Angeles, CA",1001 - 5000 ,Public,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"Mercury Insurance Group
",113,132,122.5,CA,0,60
Data Analyst,3.9,"Chicago, IL","Rosemont, IL",1001 - 5000 ,Public,Banks & Credit Unions,Finance,500 million - 1 billion,"J.P. Morgan, Bank of America",-1,"Wintrust Financial
",60,66,63.0,IL,0,30
Data Analyst,3.7,"Chicago, IL","Chicago, IL",501 - 1000 ,Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1,"NCSA - Next College Student Athlete
",60,66,63.0,IL,1,21
Data Analyst,3.7,"Chicago, IL","Kennesaw, GA",201 - 500 ,Private,Enterprise Software & Network Solutions,Information Technology,100 - 500 million,-1,-1,"Riskonnect
",60,66,63.0,IL,0,14
Data Transformation Analyst,5.0,"Chicago, IL","Dayton, OH",501 - 1000 ,Private,Consulting,Business Services,100 - 500 million,"Accenture, West Monroe, Slalom",-1,"Centric Consulting
",60,66,63.0,IL,0,22
Data Analyst,3.2,"Chicago, IL","Chicago, IL",501 - 1000 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"eHealth, Anthem",True,"GoHealth
",60,66,63.0,IL,1,20
Jr. Data Analyst,3.4,"Downers Grove, IL","Troy, MI",5001 - 10000 ,Public,Staffing & Outsourcing,Business Services,5 - 10 billion,"Adecco, ManpowerGroup, Allegis Corporation",-1,"Kelly
",60,66,63.0,IL,0,75
Urgent Need - Data Analyst,3.4,"Chicago, IL","Troy, MI",5001 - 10000 ,Public,Staffing & Outsourcing,Business Services,5 - 10 billion,"Adecco, ManpowerGroup, Allegis Corporation",-1,"Kelly
",60,66,63.0,IL,0,75
Data Analyst,3.8,"Chicago, IL","New York, NY",201 - 500 ,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"DoubleClick, Specific Media, Collective",True,"Undertone
",60,66,63.0,IL,0,20
Business Systems & Data Analyst,2.8,"Chicago, IL","Chicago, IL",201 - 500 ,Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,"Anheuser-Busch InBev, The Boston Beer Company",-1,"Mike's Hard Lemonade
",60,66,63.0,IL,1,22
Healthcare Data Analyst - Remote,3.3,"Chicago, IL","Chicago, IL",5001 - 10000 ,Public,Computer Hardware & Software,Information Technology,1 - 2 billion,"Cerner, Epic, Athena Health Care Systems",-1,"Allscripts
",60,66,63.0,IL,1,35
Junior Data Analyst,3.7,"Chicago, IL","Fort Wayne, IN",201 - 500 ,Private,Transportation Management,Transportation & Logistics,100 - 500 million,"Redwood Logistics, Coyote Logistics, Echo Global Logistics",-1,"Circle Logistics
",60,66,63.0,IL,0,10
Data Analyst,4.0,"Chicago, IL","Chicago, IL",10000 ,College / University,Colleges & Universities,Education,2 - 5 billion,-1,-1,"University of Chicago
",60,66,63.0,IL,1,131
Product Data Analyst,3.9,"Chicago, IL","New York, NY",51 - 200 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Robert Half, Insight Global",-1,"Mondo
",60,66,63.0,IL,0,21
Data Analyst (Junior),4.6,"Downers Grove, IL","Chicago, IL",201 - 500 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Swoon
",60,66,63.0,IL,0,11
Data Analyst,4.6,"Downers Grove, IL","Chicago, IL",201 - 500 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Swoon
",60,66,63.0,IL,0,11
Associate Marketing Data Analyst,4.1,"Broadview, IL","Farmington Hills, MI",10000 ,Private,Miscellaneous Manufacturing,Manufacturing,10 billion,"Continental, FCA Fiat Chrysler Automobiles",-1,"Bosch Group
",60,66,63.0,IL,0,135
Outsights Data Analyst,3.3,"Chicago, IL","Washington, DC",51 - 200 ,Private,Financial Transaction Processing,Finance,1 - 2 billion,-1,-1,"Tempus
",60,66,63.0,IL,0,22
Business Data Analyst,3.3,"Chicago, IL","Chicago, IL",51 - 200 ,Nonprofit Organization,Social Assistance,Non-Profit,2 - 5 billion,-1,-1,"Feeding America
",60,66,63.0,IL,1,42
Data Analyst,4.7,"Chicago, IL","Itasca, IL",51 - 200 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"CRS Group
",60,66,63.0,IL,0,27
Data Analyst,4.3,"Chicago, IL","Park Ridge, IL",201 - 500 ,Contract,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"Peterson Technology Partners
",60,66,63.0,IL,0,24
Data Analyst,3.2,"Chicago, IL","Chicago, IL",10000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,2 - 5 billion,"J.P. Morgan, Bank of America, U.S. Bank",-1,"BMO
",60,66,63.0,IL,1,139
Data Analyst - Excel,3.3,"Downers Grove, IL","Glendale, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,1 - 2 billion,"Kelly, Manpower",-1,"AppleOne
",60,66,63.0,IL,0,57
Associate Marketing Data Analyst,3.1,"Broadview, IL","Mount Prospect, IL",1001 - 5000 ,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,500 million - 1 billion,"Stanley Black & Decker, Milwaukee Tool",-1,"Robert Bosch Tool Corporation
",60,66,63.0,IL,0,50
Data Analyst,3.5,"Chicago, IL","Chicago, IL",10000 ,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,"Chicago Public Schools
",60,66,63.0,IL,1,138
Data Integrity Analyst,3.3,"Chicago, IL","Chicago, IL",10000 ,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,"Chicago
",60,66,63.0,IL,1,184
Data Integrity Analyst,3.8,"Chicago, IL","Chicago, IL",1001 - 5000 ,Private Practice / Firm,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"BlackRock, Nuveen, Piper Sandler",-1,"Guggenheim Partners
",60,66,63.0,IL,1,22
Data Analyst - IntelliScript,3.8,"Chicago, IL","Seattle, WA",1001 - 5000 ,Private,Consulting,Business Services,1 - 2 billion,-1,-1,"Milliman
",60,66,63.0,IL,0,74
Data Analyst,3.7,"Chicago, IL","Toronto, Canada",10000 ,Public,Banks & Credit Unions,Finance,10 billion,"CIBC, RBC, TD",-1,"BMO Financial Group
",60,66,63.0,IL,0,204
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.2,"Chicago, IL","Chicago, IL",10000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,2 - 5 billion,"J.P. Morgan, Bank of America, U.S. Bank",-1,"BMO
",60,66,63.0,IL,1,139
Data Analyst,4.2,"Chicago, IL","Aliso Viejo, CA",10000 ,Private,IT Services,Information Technology,1 - 2 billion,"Cognizant Technology Solutions, Infosys, Wipro",-1,"UST Global
",73,82,77.5,IL,0,22
Lead Data Analyst,4.6,"Chicago, IL","Chicago, IL",1 - 50 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"First Stop Health
",73,82,77.5,IL,1,10
Manufacturing Data Analyst,3.2,"Woodridge, IL","Atlanta, GA",10000 ,Public,Miscellaneous Manufacturing,Manufacturing,10 billion,"International Paper, Graphic Packaging International, Smurfit Kappa",-1,"MeadWestVaco
",73,82,77.5,IL,0,6
Data Analyst,3.5,"Chicago, IL","Chicago, IL",1 - 50 ,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,"Care Advisors Inc
",73,82,77.5,IL,1,1
Data Analyst,3.7,"Chicago, IL","Chicago, IL",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500 million - 1 billion,-1,-1,"Ann & Robert H. Lurie Children's Hospital of Chicago
",73,82,77.5,IL,1,9
Data Analyst,3.9,"Chicago, IL","Hanover, MD",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2 - 5 billion,"Capgemini, Slalom, Accenture",-1,"TEKsystems, Inc
",73,82,77.5,IL,0,38
Senior Data Analyst,3.4,"Chicago, IL","Muscatine, IA",5001 - 10000 ,Public,Consumer Products Manufacturing,Manufacturing,2 - 5 billion,-1,-1,"HNI
",73,82,77.5,IL,0,77
Data Analyst,4.1,"Downers Grove, IL","Berea, OH",1 - 50 ,Public,Staffing & Outsourcing,Business Services,5 - 10 million,-1,-1,"SkySource Solutions
",73,82,77.5,IL,0,4
Junior Data Analyst,5.0,"Chicago, IL","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",73,82,77.5,IL,0,13
Senior Data Analyst,3.5,"Chicago, IL","San Francisco, CA",1001 - 5000 ,Private,Logistics & Supply Chain,Transportation & Logistics,500 million - 1 billion,-1,-1,"Flexport
",73,82,77.5,IL,0,8
Data Analyst,3.7,"Downers Grove, IL","Atlanta, GA",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Randstad
",73,82,77.5,IL,0,1
Public Health Data Visualization Analyst,4.0,"Chicago, IL","East Thetford, VT",1 - 50 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"Lantana Consulting Group
",73,82,77.5,IL,0,1
Data Operations Analyst,3.5,"Chicago, IL","KIRKLAND, Canada",51 - 200 ,Unknown,-1,-1,1 million,-1,-1,"PDI
",73,82,77.5,IL,0,14
Data Analyst,3.6,"Chicago, IL","Chicago, IL",51 - 200 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"Level Ex, Inc.
",73,82,77.5,IL,1,6
Data Quality Analyst,3.0,"Chicago, IL","Chicago, IL",201 - 500 ,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,"Chicago Teachers Pension Fund
",73,82,77.5,IL,1,1
Data Analyst,3.9,"Chicago, IL","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",73,82,77.5,IL,0,19
Data Analyst,5.0,"Chicago, IL","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",73,82,77.5,IL,0,13
Provider Analytics Data Analyst,4.7,"Chicago, IL","Itasca, IL",51 - 200 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"CRS Group
",73,82,77.5,IL,0,27
CSI Data Analyst,3.5,"Chicago, IL","Chicago, IL",10000 ,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,"Chicago Public Schools
",73,82,77.5,IL,1,138
Outsights Data Analyst,3.2,"Chicago, IL","Chicago, IL",501 - 1000 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,True,"Tempus Labs
",73,82,77.5,IL,1,6
Provider Analytics Data Analyst,4.6,"Chicago, IL","Rolling Meadows, IL",51 - 200 ,Private,IT Services,Information Technology,25 - 50 million,-1,-1,"VIVA USA INC
",73,82,77.5,IL,0,25
Senior Data Analyst,4.2,"Chicago, IL","Ottawa, Canada",1 - 50 ,Private,Enterprise Software & Network Solutions,Information Technology,1 - 5 million,-1,-1,"360pi
",73,82,77.5,IL,0,1
Data Governance Analyst,3.9,"Chicago, IL","Hanover, MD",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2 - 5 billion,"Capgemini, Slalom, Accenture",-1,"TEKsystems, Inc
",73,82,77.5,IL,0,38
Senior Data Analyst,3.9,"Chicago, IL","New Haven, CT",51 - 200 ,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,"Leap
",73,82,77.5,IL,0,30
"Senior Data Analyst, Business Intelligence",4.8,"Chicago, IL","Chicago, IL",51 - 200 ,Private,Lending,Finance,50 - 100 million,"Avant, Enova, OppLoans",-1,"Braviant Holdings
",73,82,77.5,IL,1,7
Data Analyst,4.0,"Chicago, IL","Plainsboro, NJ",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Lorven Technologies Inc
",67,92,79.5,IL,0,1
Data Analyst - Rush Infectious Diseases,3.9,"Chicago, IL","Chicago, IL",5001 - 10000 ,Hospital,Health Care Services & Hospitals,Health Care,1 - 2 billion,-1,-1,"Rush University Medical Center
",67,92,79.5,IL,1,184
Data Analyst,2.7,"Chicago, IL","Millersville, MD",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"TechUSA
",67,92,79.5,IL,0,23
Fair Lending Data Analyst,3.4,"Rolling Meadows, IL","Chicago, IL",501 - 1000 ,Nonprofit Organization,Banks & Credit Unions,Finance,100 - 500 million,-1,-1,"Alliant Credit Union
",67,92,79.5,IL,0,86
Data Analyst,4.5,"Chicago, IL","New York, NY",201 - 500 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1,"Green Key Resources
",67,92,79.5,IL,0,17
Senior Research Data Analyst,4.0,"Chicago, IL","Chicago, IL",10000 ,College / University,Colleges & Universities,Education,2 - 5 billion,-1,-1,"University of Chicago
",67,92,79.5,IL,1,131
Data Analyst,3.7,"Chicago, IL","Detroit, MI",1 - 50 ,Nonprofit Organization,-1,-1,1 - 5 million,-1,-1,"Accounting Aid Society
",67,92,79.5,IL,0,1
Data Analyst,4.0,"Deerfield, IL","Deerfield Beach, FL",201 - 500 ,Private Practice / Firm,Legal,Accounting & Legal,Unknown / Non-Applicable,-1,-1,"Roig Lawyers
",67,92,79.5,IL,0,21
Data Management Analyst,3.2,"Chicago, IL","Chicago, IL",10000 ,Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,-1,"PrivateBancorp, Inc.
",67,92,79.5,IL,1,1
Data Operations Analyst,3.2,"Chicago, IL","Atlanta, GA",501 - 1000 ,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Blue Yonder, SAP, NCR",True,"PDI Software
",67,92,79.5,IL,0,38
"Data Analyst, Operations Engineering",3.8,"Chicago, IL","Chicago, IL",501 - 1000 ,Private,Energy,"Oil, Gas, Energy & Utilities",50 - 100 million,-1,-1,"Invenergy
",67,92,79.5,IL,1,20
"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",3.8,"Chicago, IL","London, United Kingdom",10000 ,Private,Accounting,Accounting & Legal,10 billion,"Deloitte, KPMG, PwC",-1,"EY
",67,92,79.5,IL,0,32
Business Analyst / Data Analyst,3.9,"Chicago, IL","Seattle, WA",1 - 50 ,Franchise,Construction,"Construction, Repair & Maintenance",1 million,-1,-1,"WIN Home Inspection
",67,92,79.5,IL,0,1
Master Data Analyst,3.5,"Chicago, IL","Chicago, IL",5001 - 10000 ,Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,-1,"Ferrara Candy Company
",67,92,79.5,IL,1,113
BI Data Analyst,3.0,"Chicago, IL","Raleigh, NC",201 - 500 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"The Accuro Group
",67,92,79.5,IL,0,18
Data Quality Analyst,3.0,"Chicago, IL","Philadelphia, PA",1001 - 5000 ,Private,Logistics & Supply Chain,Transportation & Logistics,1 - 2 billion,-1,-1,"BDP International
",67,92,79.5,IL,0,55
Senior Data Analyst,3.9,"Chicago, IL","Chicago, IL",1001 - 5000 ,Private,IT Services,Information Technology,100 - 500 million,"Nielsen, Kantar, IRI",-1,"Numerator
",67,92,79.5,IL,1,17
Sr. Data Analyst,3.9,"Chicago, IL","New York, NY",51 - 200 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Robert Half, Insight Global",-1,"Mondo
",67,92,79.5,IL,0,21
Tableau Developer/Data Analyst,3.7,"Northlake, IL","Northlake, IL",1001 - 5000 ,Private,Other Retail Stores,Retail,500 million - 1 billion,-1,-1,"Empire Today
",67,92,79.5,IL,1,62
Data Analyst,4.3,"Northbrook, IL","Dublin, OH",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Fast Switch, LTD
",67,92,79.5,IL,0,25
Data Analyst – Level II,1.0,"Chicago, IL","New York, NY",1 - 50 ,Private,IT Services,Information Technology,1 million,-1,-1,"Sphinix Solutions
",67,92,79.5,IL,0,1
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.7,"Chicago, IL","Toronto, Canada",10000 ,Public,Banks & Credit Unions,Finance,10 billion,"CIBC, RBC, TD",-1,"BMO Financial Group
",67,92,79.5,IL,0,204
Senior Data Analyst,3.6,"Chicago, IL","New York, NY",5001 - 10000 ,Private,Legal,Accounting & Legal,1 - 2 billion,-1,-1,"Epiq Systems
",67,92,79.5,IL,0,33
Data Analyst,4.0,"Des Plaines, IL","Philadelphia, PA",1001 - 5000 ,Subsidiary or Business Segment,-1,-1,Unknown / Non-Applicable,-1,-1,"MRINetwork
",67,92,79.5,IL,0,56
Senior Trading Systems Data Analyst (Chicago or NY),2.9,"Chicago, IL","Chicago, IL",1001 - 5000 ,Private,Venture Capital & Private Equity,Finance,100 - 500 million,"Wolverine Trading, Interactive Brokers, Citadel",-1,"PEAK6 Investments
",67,92,79.5,IL,1,24
Data Analyst/Programmer,2.5,"Itasca, IL","Itasca, IL",51 - 200 ,Private,Advertising & Marketing,Business Services,25 - 50 million,-1,-1,"ABS Graphics
",67,92,79.5,IL,1,39
Data Services Business Analyst 2,3.6,"Chicago, IL","London, United Kingdom",10000 ,Public,Consulting,Business Services,10 billion,"Aon, Accenture, Marsh & McLennan Companies",-1,"Willis Towers Watson
",42,76,59.0,IL,0,193
Data Analyst,4.1,"Evanston, IL","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",42,76,59.0,IL,0,55
Call Center Data Analyst,3.3,"Chicago, IL","Chicago, IL",501 - 1000 ,Private,Social Assistance,Non-Profit,25 - 50 million,-1,-1,"The Chicago Lighthouse
",42,76,59.0,IL,1,115
Data Analyst - 20,4.8,"Northbrook, IL","Houston, TX",1 - 50 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Genesys Talent
",42,76,59.0,IL,0,7
Data Governance Analyst,5.0,"Chicago, IL","Chicago, IL",1 - 50 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"1872 Consulting
",42,76,59.0,IL,1,1
Data Analyst,3.3,"Bridgeview, IL","Bridgeview, IL",1001 - 5000 ,Private,Food & Beverage Manufacturing,Manufacturing,100 - 500 million,-1,-1,"Stampede Meat, Inc.
",42,76,59.0,IL,1,1
Senior Global Data Analyst / Power BI Dashboard Developer,2.8,"Chicago, IL","Waltham, MA",5001 - 10000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,-1,-1,"ALERE
",42,76,59.0,IL,0,20
Data Analyst,3.6,"Downers Grove, IL","Saint Louis, MO",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Kelly Mitchell Group
",42,76,59.0,IL,0,23
Logistics Data Analyst,2.5,"Oak Brook, IL","Oak Brook, IL",10000 ,Public,Food & Beverage Manufacturing,Manufacturing,5 - 10 billion,-1,-1,"TreeHouse Foods, Inc.
",42,76,59.0,IL,1,16
Data Production Analyst,4.2,"Chicago, IL","London, United Kingdom",51 - 200 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,True,"NJF Global Holdings
",42,76,59.0,IL,0,18
Senior Data Analyst,3.5,"Chicago, IL","Chicago, IL",10000 ,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,"Chicago Public Schools
",42,76,59.0,IL,1,138
SAS Data Analyst,1.0,"Chicago, IL","New York, NY",1 - 50 ,Private,IT Services,Information Technology,1 million,-1,-1,"Sphinix Solutions
",42,76,59.0,IL,0,1
Data Analyst,3.2,"Northbrook, IL","Somerset, NJ",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Net2Source
",42,76,59.0,IL,0,14
"Manufacturing Data Analyst - Woodridge, IL",4.8,"Woodridge, IL","San Francisco, CA",1 - 50 ,Private,Enterprise Software & Network Solutions,Information Technology,1 million,-1,-1,"Ongig
",42,76,59.0,IL,0,10
Senior Data Analyst,2.9,"Chicago, IL","Chicago, IL",201 - 500 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50 - 100 million,-1,-1,"HIMSS
",42,76,59.0,IL,1,60
Logistics Data Analyst,3.4,"Oak Brook, IL","Saint Paul, MN",501 - 1000 ,Public,Catering & Food Service Contractors,"Restaurants, Bars & Food Services",50 - 100 million,-1,-1,"Flagstone Foods
",42,76,59.0,IL,0,1
Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,4.1,"Chicago, IL","Chicago, IL",Unknown,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"University of Illinois at Chicago
",42,76,59.0,IL,1,39
